PT,disambiguate,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,PM
J,NA,"Dan-Glauser, Elise S.; Gross, James J.",NA,NA,NA,NA,NA,NA,NA,"The temporal dynamics of emotional acceptance: Experience, expression, and physiology",NA,NA,NA,NA,NA,NA,NA,BIOLOGICAL PSYCHOLOGY,NA,NA,NA,108,NA,NA,NA,1,12,NA,10.1016/j.biopsycho.2015.03.005,NA,NA,15-May,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,WOS:000353996100001,NA
J,NA,"Quoidbach, Jordi; Mikolajczak, Moira; Gross, James J.",NA,NA,NA,NA,NA,NA,NA,Positive Interventions: An Emotion Regulation Perspective,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL BULLETIN,NA,NA,NA,141,3,NA,NA,655,693,NA,10.1037/a0038648,NA,NA,15-May,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,WOS:000353725000006,NA
J,NA,"Tsang, Jessica M.; Blair, Kristen P.; Bofferding, Laura; Schwartz, Daniel L.",NA,NA,NA,NA,NA,NA,NA,"Learning to ""See"" Less Than Nothing: Putting Perceptual Skills to Work for Learning Numerical Structure",NA,NA,NA,NA,NA,NA,NA,COGNITION AND INSTRUCTION,NA,NA,NA,33,2,NA,NA,154,197,NA,10.1080/07370008.2015.1038539,NA,NA,APR 3 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,WOS:000355094900003,NA
J,NA,"Payne, Peter; Crane-Godreau, Mardi A.",NA,NA,NA,NA,NA,NA,NA,"The preparatory set: a novel approach to understanding stress, trauma, and the bodymind therapies",NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN HUMAN NEUROSCIENCE,NA,NA,NA,9,NA,NA,NA,NA,NA,178,10.3389/fnhum.2015.00178,NA,NA,APR 1 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,WOS:000352654100001,NA
J,NA,"Aragon, Oriana R.; Clark, Margaret S.; Dyer, Rebecca L.; Bargh, John A.",NA,NA,NA,NA,NA,NA,NA,Dimorphous Expressions of Positive Emotion: Displays of Both Care and Aggression in Response to Cute Stimuli,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,26,3,NA,NA,259,273,NA,10.1177/0956797614561044,NA,NA,15-Mar,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,WOS:000351443700001,NA
J,NA,"Pagis, Michal",NA,NA,NA,NA,NA,NA,NA,Evoking Equanimity: Silent Interaction Rituals in Vipassana Meditation Retreats,NA,NA,NA,NA,NA,NA,NA,QUALITATIVE SOCIOLOGY,NA,NA,NA,38,1,NA,NA,39,56,NA,10.1007/s11133-014-9295-7,NA,NA,15-Mar,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000351397000006,NA
J,NA,"Slepian, Michael L.",NA,NA,NA,NA,NA,NA,NA,Disentangling multimodal processes in social categorization,NA,NA,NA,NA,NA,NA,NA,COGNITION,NA,NA,NA,136,NA,NA,NA,396,402,NA,10.1016/j.cognition.2014.11.007,NA,NA,15-Mar,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000349882600034,NA
J,NA,"Filik, Ruth; Hunter, Christian Mark; Leuthold, Hartmut",NA,NA,NA,NA,NA,NA,NA,When language gets emotional: Irony and the embodiment of affect in discourse,NA,NA,NA,NA,NA,NA,NA,ACTA PSYCHOLOGICA,NA,NA,NA,156,NA,NA,NA,114,125,NA,10.1016/j.actpsy.2014.08.007,NA,NA,15-Mar,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000351799500014,NA
J,NA,"Michalak, Johannes; Rohde, Katharina; Troje, Nikolaus F.",NA,NA,NA,NA,NA,NA,NA,How we walk affects what we remember: Gait modifications through biofeedback change negative affective memory bias,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,NA,NA,NA,46,NA,NA,NA,121,125,NA,10.1016/j.jbtep.2014.09.004,NA,NA,15-Mar,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,WOS:000346625200018,NA
J,NA,"Edmond, Gary; Tangen, Jason M.; Searston, Rachel A.; Dror, Itiel E.",NA,NA,NA,NA,NA,NA,NA,"Contextual bias and cross-contamination in the forensic sciences: the corrosive implications for investigations, plea bargains, trials and appeals",NA,NA,NA,NA,NA,NA,NA,LAW PROBABILITY & RISK,NA,NA,NA,14,1,NA,NA,1,25,NA,10.1093/lpr/mgu018,NA,NA,15-Mar,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,WOS:000370850800001,NA
J,NA,"Hiyoshi-Taniguchi, K.; Kawasaki, M.; Yokota, T.; Bakardjian, H.; Fukuyama, H.; Cichocki, A.; Vialatte, F. B.",NA,NA,NA,NA,NA,NA,NA,EEG Correlates of Voice and Face Emotional Judgments in the Human Brain,NA,NA,NA,NA,NA,NA,NA,COGNITIVE COMPUTATION,NA,NA,NA,7,1,NA,NA,11,19,NA,10.1007/s12559-013-9225-0,NA,NA,15-Feb,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000349525500003,NA
J,NA,"Moesch, Karin; Kentta, Goran; Backstrom, Martin; Mattsson, C. Mikael",NA,NA,NA,NA,NA,NA,NA,Exploring Nonverbal Behaviors in Elite Handball: How and When Do Players Celebrate?,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED SPORT PSYCHOLOGY,NA,NA,NA,27,1,NA,NA,94,109,NA,10.1080/10413200.2014.953231,NA,NA,JAN 2 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000346830900007,NA
J,NA,"Gross, James J.",NA,NA,NA,NA,NA,NA,NA,Emotion Regulation: Current Status and Future Prospects,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL INQUIRY,NA,NA,NA,26,1,NA,NA,1,26,NA,10.1080/1047840X.2014.940781,NA,NA,JAN 2 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,NA,NA,NA,NA,NA,NA,WOS:000350648700001,NA
J,NA,"Lindblom, Jessica","Lindblom, J",NA,NA,NA,NA,NA,NA,Embodiment and Social Interaction,NA,NA,NA,NA,NA,NA,NA,Cognitive Systems Monographs,NA,NA,NA,26,NA,NA,NA,115,159,NA,10.1007/978-3-319-20315-7_4,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000377199400005,NA
J,NA,"Christov-Moore, Leonardo; Iacoboni, Marco",NA,NA,NA,NA,NA,NA,NA,Emotions in Interaction: Toward a Supraindividual Study of Empathy,NA,NA,NA,NA,NA,NA,NA,Advances in Group Decision and Negotiation,NA,NA,NA,7,NA,NA,NA,1,32,NA,10.1007/978-94-017-9963-8_1,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000376962500002,NA
J,NA,"Goldstein, Thalia R.",NA,NA,NA,NA,NA,NA,NA,Feeling the Emotions of Acted Characters: Commentary on Heisel,NA,NA,NA,NA,NA,NA,NA,EMPIRICAL MUSICOLOGY REVIEW,NA,NA,NA,10,2-Jan,NA,NA,111,115,NA,NA,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000376609300017,NA
J,NA,"Mohammad, Yasser; Nishida, Toyoaki","Mohammad, Y; Nishida, T",NA,NA,NA,NA,NA,NA,Imitation and Social Robotics,NA,NA,NA,NA,NA,NA,NA,Advanced Information and Knowledge Processing,NA,NA,NA,NA,NA,NA,NA,193,206,NA,10.1007/978-3-319-25232-2_7,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000370531400008,NA
J,NA,"Cuccio, Valentina",NA,NA,NA,NA,NA,NA,NA,EMBODIED SIMULATION AND METAPHORS. ON THE ROLE OF THE BODY IN THE INTERPRETATION OF BODILY-BASED METAPHORS,NA,NA,NA,NA,NA,NA,NA,EPISTEMOLOGIA,NA,NA,NA,38,1,NA,NA,99,113,NA,NA,NA,NA,JAN-JUN 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000370772200007,NA
J,NA,"Meeten, Frances; Ivak, Peter; Dash, Suzanne R.; Knowles, Sam; Duka, Theodora; Scott, Ryan; Kaiser, Jakob; Davey, Graham C. L.",NA,NA,NA,NA,NA,NA,NA,The Effect of Facial Expressions on the Evaluation of Ambiguous Statements,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,NA,NA,NA,6,3,NA,NA,253,263,NA,10.5127/jep.039613,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000370293200005,NA
J,NA,"Overhill, Heidi",NA,NA,NA,NA,NA,NA,NA,Design as Choreography: Information in Action,NA,NA,NA,NA,NA,NA,NA,CURATOR-THE MUSEUM JOURNAL,NA,NA,NA,58,1,NA,NA,5,15,NA,10.1111/cura.12094,NA,NA,15-Jan,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000363651200002,NA
J,NA,"van Harreveld, Frenk; Nohlen, Hannah U.; Schneider, Iris K.",NA,NA,NA,NA,NA,NA,NA,"The ABC of Ambivalence: Affective, Behavioral, and Cognitive Consequences of Attitudinal Conflict",NA,NA,NA,NA,NA,NA,NA,Advances in Experimental Social Psychology,NA,NA,NA,52,NA,NA,NA,285,324,NA,10.1016/bs.aesp.2015.01.002,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,WOS:000363328500005,NA
J,NA,"Polackova Solcova, Iva; Trnka, Radek",NA,NA,NA,NA,NA,NA,NA,A contribution to the theory of affective processes,NA,NA,NA,NA,NA,NA,NA,CESKOSLOVENSKA PSYCHOLOGIE,NA,NA,NA,59,4,NA,NA,298,314,NA,NA,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000361016500001,NA
J,NA,"Menges, Jochen I.; Kilduff, Martin",NA,NA,NA,NA,NA,NA,NA,"Group Emotions: Cutting the Gordian Knots Concerning Terms, Levels of Analysis, and Processes",NA,NA,NA,NA,NA,NA,NA,ACADEMY OF MANAGEMENT ANNALS,NA,NA,NA,9,1,NA,NA,845,928,NA,10.1080/19416520.2015.1033148,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,WOS:000362012300014,NA
J,NA,"Topolinski, Sascha",NA,NA,NA,NA,NA,NA,NA,INTUITION Introducing affect into cognition,NA,NA,NA,NA,NA,NA,NA,Current Issues in Thinking and Reasoning,NA,NA,NA,NA,NA,NA,NA,146,163,NA,NA,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,WOS:000351551000009,NA
J,NA,"Andrews, K.","Andrews, K",NA,NA,NA,NA,NA,NA,Animal Mind: An Introduction to the Philosophy of Animal Cognition,NA,NA,NA,NA,NA,NA,NA,ANIMAL MIND: AN INTRODUCTION TO THE PHILOSOPHY OF ANIMAL COGNITION,NA,NA,NA,NA,NA,NA,NA,1,232,NA,NA,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000350355900009,NA
J,NA,"Lin, Wenyi; Hu, Jing; Gong, Yanfei",NA,NA,NA,NA,NA,NA,NA,IS IT HELPFUL FOR INDIVIDUALS WITH MINOR DEPRESSION TO KEEP SMILING? AN EVENT-RELATED POTENTIALS ANALYSIS,NA,NA,NA,NA,NA,NA,NA,SOCIAL BEHAVIOR AND PERSONALITY,NA,NA,NA,43,3,NA,NA,383,396,NA,10.2224/sbp.2015.43.3.383,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000353334600003,NA
J,NA,"Jeon, Myounghoon",NA,NA,NA,NA,NA,NA,NA,Towards affect-integrated driving behaviour research,NA,NA,NA,NA,NA,NA,NA,THEORETICAL ISSUES IN ERGONOMICS SCIENCE,NA,NA,NA,16,6,NA,NA,553,585,NA,10.1080/1463922X.2015.1067934,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000212946600001,NA
J,NA,"Leipold, Bernhard; Bermeitinger, Christina; Greve, Werner; Meyer, Birgit; Arnold, Manuel; Pielniok, Marianna",NA,NA,NA,NA,NA,NA,NA,Short-term induction of assimilation and accommodation,NA,NA,NA,NA,NA,NA,NA,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,NA,NA,NA,67,12,NA,NA,2392,2408,NA,10.1080/17470218.2014.931443,NA,NA,DEC 2 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,WOS:000343243400008,NA
J,NA,"Zhang, Yan; Risen, Jane L.",NA,NA,NA,NA,NA,NA,NA,Embodied Motivation: Using a Goal Systems Framework to Understand the Preference for Social and Physical Warmth,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,107,6,NA,NA,965,977,NA,10.1037/a0038153,NA,NA,14-Dec,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,WOS:000348047700001,NA
J,NA,"Krpan, Dario; Schnall, Simone",NA,NA,NA,NA,NA,NA,NA,Too Close for Comfort: Stimulus Valence Moderates the Influence of Motivational Orientation on Distance Perception,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,107,6,NA,NA,978,993,NA,10.1037/pspa0000017,NA,NA,14-Dec,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,WOS:000348047700002,NA
J,NA,"Labbe, Carolina; Grandjean, Didier",NA,NA,NA,NA,NA,NA,NA,MUSICAL EMOTIONS PREDICTED BY FEELINGS OF ENTRAINMENT,NA,NA,NA,NA,NA,NA,NA,MUSIC PERCEPTION,NA,NA,NA,32,2,NA,NA,170,185,NA,10.1525/MP.2014.32.2.170,NA,NA,14-Dec,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,WOS:000346879800005,NA
J,NA,"Chang, Jingjing; Zhang, Meng; Hitchman, Glenn; Qiu, Jiang; Liu, Yijun",NA,NA,NA,NA,NA,NA,NA,"When you smile, you become happy: Evidence from resting state task-based fMRI",NA,NA,NA,NA,NA,NA,NA,BIOLOGICAL PSYCHOLOGY,NA,NA,NA,103,NA,NA,NA,100,106,NA,10.1016/j.biopsycho.2014.08.003,NA,NA,14-Dec,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000345971200014,NA
J,NA,"Maiese, Michelle",NA,NA,NA,NA,NA,NA,NA,How can emotions be both cognitive and bodily?,NA,NA,NA,NA,NA,NA,NA,PHENOMENOLOGY AND THE COGNITIVE SCIENCES,NA,NA,NA,13,4,NA,NA,513,531,NA,10.1007/s11097-014-9373-z,NA,NA,14-Dec,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,WOS:000346064500002,NA
J,NA,"Barsade, Sigal G.; O'Neill, Olivia A.",NA,NA,NA,NA,NA,NA,NA,What's Love Got to Do with It? A Longitudinal Study of the Culture of Companionate Love and Employee and Client Outcomes in a Long-term Care Setting,NA,NA,NA,NA,NA,NA,NA,ADMINISTRATIVE SCIENCE QUARTERLY,NA,NA,NA,59,4,NA,NA,551,598,NA,10.1177/0001839214538636,NA,NA,14-Dec,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,WOS:000344683000010,NA
J,NA,"Jeon, Myounghoon; Walker, Bruce N.; Gable, Thomas M.",NA,NA,NA,NA,NA,NA,NA,Anger Effects on Driver Situation Awareness and Driving Performance,NA,NA,NA,NA,NA,NA,NA,PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS,NA,NA,NA,23,1,NA,NA,71,89,NA,10.1162/PRES_a_00169,NA,NA,WIN 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000336824500006,NA
J,NA,"Barlassina, Luca; Newen, Albert",NA,NA,NA,NA,NA,NA,NA,The Role of Bodily Perception in Emotion: In Defense of an Impure Somatic Theory,NA,NA,NA,NA,NA,NA,NA,PHILOSOPHY AND PHENOMENOLOGICAL RESEARCH,NA,NA,NA,89,3,NA,NA,637,678,NA,10.1111/phpr.12041,NA,NA,14-Nov,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,WOS:000344730700007,NA
J,NA,"Michalak, Johannes; Mischnat, Judith; Teismann, Tobias",NA,NA,NA,NA,NA,NA,NA,Sitting Posture Makes a Difference-Embodiment Effects on Depressive Memory Bias,NA,NA,NA,NA,NA,NA,NA,CLINICAL PSYCHOLOGY & PSYCHOTHERAPY,NA,NA,NA,21,6,NA,NA,519,524,NA,10.1002/cpp.1890,NA,NA,NOV-DEC 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,WOS:000345988600004,NA
J,NA,"Hadi, Rhonda; Valenzuela, Ana",NA,NA,NA,NA,NA,NA,NA,A meaningful embrace: Contingent effects of embodied cues of affection,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER PSYCHOLOGY,NA,NA,NA,24,4,NA,NA,520,532,NA,10.1016/j.jcps.2014.02.001,NA,NA,14-Oct,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000340580300006,NA
J,NA,"Hadi, Rhonda; Block, Lauren",NA,NA,NA,NA,NA,NA,NA,I take therefore I choose? The impact of active vs. passive acquisition on food consumption,NA,NA,NA,NA,NA,NA,NA,APPETITE,NA,NA,NA,80,NA,NA,NA,168,173,NA,10.1016/j.appet.2014.05.003,NA,NA,SEP 1 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000340307900023,NA
J,NA,"Jongen, Sebastian; Axmacher, Nikolai; Kremers, Nico A. W.; Hoffmann, Holger; Limbrecht-Ecklundt, Kerstin; Traue, Harald C.; Kessler, Henrik",NA,NA,NA,NA,NA,NA,NA,An investigation of facial emotion recognition impairments in alexithymia and its neural correlates,NA,NA,NA,NA,NA,NA,NA,BEHAVIOURAL BRAIN RESEARCH,NA,NA,NA,271,NA,NA,NA,129,139,NA,10.1016/j.bbr.2014.05.069,NA,NA,SEP 1 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,WOS:000340323000019,NA
J,NA,"Van Horen, Femke; Mussweiler, Thomas",NA,NA,NA,NA,NA,NA,NA,Soft assurance: Coping with uncertainty through haptic sensations,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,54,NA,NA,NA,73,80,NA,10.1016/j.jesp.2014.04.008,NA,NA,14-Sep,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,WOS:000338811300008,NA
J,NA,"Parzuchowski, Michal; Szymkow, Aleksandra; Baryla, Wieslaw; Wojciszke, Bogdan",NA,NA,NA,NA,NA,NA,NA,From the heart: hand over heart as an embodiment of honesty,NA,NA,NA,NA,NA,NA,NA,COGNITIVE PROCESSING,NA,NA,NA,15,3,NA,NA,237,244,NA,10.1007/s10339-014-0606-4,NA,NA,14-Aug,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,WOS:000346038100002,NA
J,NA,"Perez, Dikla; Steinhart, Yael",NA,NA,NA,NA,NA,NA,NA,Not so personal: The benefits of social identity ad appeals with activation in advertising,NA,NA,NA,NA,NA,NA,NA,SOCIAL INFLUENCE,NA,NA,NA,9,3,NA,NA,224,241,NA,10.1080/15534510.2013.822825,NA,NA,JUL 3 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000334059300005,NA
J,NA,"Ent, Michael R.; Baumeister, Roy F.",NA,NA,NA,NA,NA,NA,NA,Embodied free will beliefs: Some effects of physical states on metaphysical opinions,NA,NA,NA,NA,NA,NA,NA,CONSCIOUSNESS AND COGNITION,NA,NA,NA,27,NA,NA,NA,147,154,NA,10.1016/j.concog.2014.05.001,NA,NA,14-Jul,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,WOS:000339536100013,NA
J,NA,"Polackova Solcova, Iva; Lacev, Alek; Solcova, Iva",NA,NA,NA,NA,NA,NA,NA,Study of individual and group affective processes in the crew of a simulated mission to Mars: Positive affectivity as a valuable indicator of changes in the crew affectivity,NA,NA,NA,NA,NA,NA,NA,ACTA ASTRONAUTICA,NA,NA,NA,100,NA,NA,NA,57,67,NA,10.1016/j.actaastro.2014.03.016,NA,NA,JUL-AUG 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000337204500007,NA
J,NA,"Labroo, Aparna A.; Mukhopadhyay, Anirban; Dong, Ping",NA,NA,NA,NA,NA,NA,NA,Not always the best medicine: Why frequent smiling can reduce wellbeing,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,53,NA,NA,NA,156,162,NA,10.1016/j.jesp.2014.03.001,NA,NA,14-Jul,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000336771400017,NA
J,NA,"Koch, Sabine C.",NA,NA,NA,NA,NA,NA,NA,Rhythm is it: effects of dynamic body feedback on affect and attitudes,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,5,NA,NA,NA,NA,NA,537,10.3389/fpsyg.2014.00537,NA,NA,JUN 10 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,WOS:000337845600001,NA
J,NA,"Fuchs, Thomas; Koch, Sabine C.",NA,NA,NA,NA,NA,NA,NA,Embodied affectivity: on moving and being moved,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,5,NA,NA,NA,NA,NA,508,10.3389/fpsyg.2014.00508,NA,NA,JUN 6 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,WOS:000337840000001,NA
J,NA,"Lakens, Daniel",NA,NA,NA,NA,NA,NA,NA,GROUNDING SOCIAL EMBODIMENT,NA,NA,NA,NA,NA,NA,NA,SOCIAL COGNITION,NA,NA,NA,32,NA,NA,NA,168,183,NA,10.1521/soco.2014.32.supp.168,NA,NA,14-Jun,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,WOS:000339389200011,NA
J,NA,"Topolinski, Sascha; Maschmann, Ira Theresa; Pecher, Diane; Winkielman, Piotr",NA,NA,NA,NA,NA,NA,NA,Oral Approach-Avoidance: Affective Consequences of Muscular Articulation Dynamics,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,106,6,NA,NA,885,896,NA,10.1037/a0036477,NA,NA,14-Jun,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,WOS:000337897500002,NA
J,NA,"Bilewicz, Michal; Kogan, Aleksandra",NA,NA,NA,NA,NA,NA,NA,Embodying imagined contact: Facial feedback moderates the intergroup consequences of mental simulation,NA,NA,NA,NA,NA,NA,NA,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,53,2,NA,NA,387,395,NA,10.1111/bjso.12057,NA,NA,14-Jun,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000337678100012,NA
J,NA,"Brooks, Alison Wood",NA,NA,NA,NA,NA,NA,NA,Get Excited: Reappraising Pre-Performance Anxiety as Excitement,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,NA,NA,NA,143,3,NA,NA,1144,1158,NA,10.1037/a0035325,NA,NA,14-Jun,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,WOS:000336786300018,NA
J,NA,"Gracanin, Asmir; Bylsma, Lauren M.; Vingerhoets, Ad J. J. M.",NA,NA,NA,NA,NA,NA,NA,Is crying a self-soothing behavior?,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,5,NA,NA,NA,NA,NA,502,10.3389/fpsyg.2014.00502,NA,NA,MAY 28 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,WOS:000337539300001,NA
J,NA,"Weinreich, Andre; Funcke, Jakob Maria",NA,NA,NA,NA,NA,NA,NA,Embodied simulation as part of affective evaluation processes: Task dependence of valence concordant EMG activity,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,28,4,NA,NA,728,736,NA,10.1080/02699931.2013.848788,NA,NA,MAY 19 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000334039400010,NA
J,NA,"Garfinkel, Sarah N.; Minati, Ludovico; Gray, Marcus A.; Seth, Anil K.; Dolan, Raymond J.; Critchley, Hugo D.",NA,NA,NA,NA,NA,NA,NA,Fear from the Heart: Sensitivity to Fear Stimuli Depends on Individual Heartbeats,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF NEUROSCIENCE,NA,NA,NA,34,19,NA,NA,6573,6582,NA,10.1523/JNEUROSCI.3507-13.2014,NA,NA,MAY 7 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,WOS:000336380500015,NA
