UT,PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,PM
WOS:000367023900016,J,"Christodoulou, Joan; Burke, Deborah M.",NA,NA,NA,NA,NA,NA,NA,Mood congruity and episodic memory in young children,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,NA,NA,NA,142,NA,NA,NA,221,229,NA,10.1016/j.jecp.2015.09.019,NA,NA,16-Feb,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
WOS:000368617900042,J,"Aucouturier, Jean-Julien; Johansson, Petter; Hall, Lars; Segnini, Rodrigo; Mercadie, Lolita; Watanabe, Katsumi",NA,NA,NA,NA,NA,NA,NA,Covert digital manipulation of vocal emotion alter speakers' emotional states in a congruent direction,NA,NA,NA,NA,NA,NA,NA,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,NA,NA,NA,113,4,NA,NA,948,953,NA,10.1073/pnas.1506552113,NA,NA,JAN 26 2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
WOS:000409367400018,J,"Egan, P. M.; Hirt, E. R.",NA,NA,NA,NA,NA,NA,NA,"On the Relation Between ""Mental"" and ""Physical"" Self-Control",NA,NA,NA,NA,NA,NA,NA,SELF-REGULATION AND EGO CONTROL,NA,NA,NA,NA,NA,NA,NA,347,370,NA,10.1016/B978-0-12-801850-7.00017-2,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000405266100013,J,"Tan, Tobias",NA,NA,NA,NA,NA,NA,NA,The Corporeality of Religious Experience: Embodied Cognition in Religious Practices,NA,NA,NA,NA,NA,NA,NA,Studies in Theology and Religion,NA,NA,NA,21,NA,NA,NA,207,226,NA,10.1163/9789004328600_014,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000400343900004,J,"Nunez, Narina; Estrada-Reynolds, Victoria; Schweitzer, Kimberly; Myers, Bryan",NA,NA,NA,NA,NA,NA,NA,The Impact of Emotions on Juror Judgments and Decision Making,NA,NA,NA,NA,NA,NA,NA,Advances in Psychology and Law,NA,NA,NA,NA,NA,NA,NA,55,93,NA,10.1007/978-3-319-43083-6_3,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
WOS:000401465500007,J,"Schmitz, Bernhard","Schmitz, B",NA,NA,NA,NA,NA,NA,Interventions to Enhance Art-of-Living,NA,NA,NA,NA,NA,NA,NA,Social Indicators Research Series,NA,NA,NA,63,NA,NA,NA,109,174,NA,10.1007/978-3-319-45324-8_5,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000401428000002,J,"Coppin, Geraldine; Sander, David",NA,NA,NA,NA,NA,NA,NA,Theoretical Approaches to Emotion and Its Measurement,NA,NA,NA,NA,NA,NA,NA,EMOTION MEASUREMENT,NA,NA,NA,NA,NA,NA,NA,3,30,NA,10.1016/B978-0-08-100508-8.00001-1,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
WOS:000401750900014,J,"Hufendiek, Rebekka",NA,NA,NA,NA,NA,NA,NA,William James and John Dewey on Embodied Action-Oriented Emotions,NA,NA,NA,NA,NA,NA,NA,Humanprojekt-Interdisziplinare Anthropologie,NA,NA,NA,14,NA,NA,NA,269,288,NA,NA,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
WOS:000405167300003,J,"Price, T. F.; Harmon-Jones, E.",NA,NA,NA,NA,NA,NA,NA,Embodying Approach Motivation: A Review of Recent Evidence,NA,NA,NA,NA,NA,NA,NA,Advances in Motivation Science,NA,NA,NA,3,NA,NA,NA,81,111,NA,10.1016/bs.adms.2015.12.002,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
WOS:000402411400008,J,"Isbister, K.","Isbister, K",NA,NA,NA,NA,NA,NA,How Games Move Us: Emotion by Design,NA,NA,NA,NA,NA,NA,NA,Playful Thinking,NA,NA,NA,NA,NA,NA,NA,1,167,NA,NA,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000388837200085,J,"Breazeal, Cynthia; Dautenhahn, Kerstin; Kanda, Takayuki",NA,NA,NA,NA,NA,NA,NA,Social Robotics,NA,NA,NA,NA,NA,NA,NA,SPRINGER HANDBOOK OF ROBOTICS,NA,NA,NA,NA,NA,NA,NA,1935,1971,NA,NA,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
WOS:000380532903072,J,"Strohmeier, Paul; Carrascal, Juan Pablo; Cheng, Bernard; Meban, Margaret; Vertegaal, Roel",NA,NA,ACM,NA,NA,NA,NA,An Evaluation of Shape Changes for Conveying Emotions,NA,NA,NA,NA,NA,NA,NA,"34TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2016",NA,NA,NA,NA,NA,NA,NA,3781,3792,NA,10.1145/2858036.2858537,NA,NA,2016,2016,NA,NA,NA,NA,NA,34th Annual CHI Conference on Human Factors in Computing Systems (CHI4GOOD),"MAY 07-12, 2016",Assoc Comp Machinery; SIG CHI,"San Jose, CA",10,NA,NA,NA,NA,NA,NA,NA
WOS:000367883500009,J,"Helt, Molly S.; Fein, Deborah A.",NA,NA,NA,NA,NA,NA,NA,Facial Feedback and Social Input: Effects on Laughter and Enjoyment in Children with Autism Spectrum Disorders,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,NA,NA,NA,46,1,NA,NA,83,94,NA,10.1007/s10803-015-2545-z,NA,NA,16-Jan,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
WOS:000366583900001,J,"Kulczynski, Alicia; Ilicic, Jasmina; Baxter, Stacey M.",NA,NA,NA,NA,NA,NA,NA,"When Your Source Is Smiling, Consumers May Automatically Smile with You: Investigating the Source Expressive Display Hypothesis",NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY & MARKETING,NA,NA,NA,33,1,NA,NA,5,19,NA,10.1002/mar.20857,NA,NA,16-Jan,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
WOS:000377097300015,J,"van Knippenberg, Daan; van Kleef, Gerben A.",NA,NA,NA,NA,NA,NA,NA,Leadership and Affect: Moving the Hearts and Minds of Followers,NA,NA,NA,NA,NA,NA,NA,ACADEMY OF MANAGEMENT ANNALS,NA,NA,NA,10,1,NA,NA,799,840,NA,10.1080/19416520.2016.1160515,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
WOS:000419722500008,J,"Jonczyk, Rafal","Jonczyk, R",NA,NA,NA,NA,NA,NA,Affective (Dis)Embodiment in Nonnative Language,NA,NA,NA,NA,NA,NA,NA,Bilingual Mind and Brain Book Series,NA,NA,NA,NA,NA,NA,NA,149,159,NA,10.1007/978-3-319-47635-3_7,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000502979200113,J,"Guckelsberger, Christian; Salge, Christoph",NA,NA,NA,NA,NA,NA,NA,Does Empowerment Maximisation Allow for Enactive Artificial Agents?,NA,NA,NA,NA,NA,NA,NA,"ALIFE 2016, THE FIFTEENTH INTERNATIONAL CONFERENCE ON THE SYNTHESIS AND SIMULATION OF LIVING SYSTEMS",NA,NA,NA,NA,NA,NA,NA,704,711,NA,NA,NA,NA,2016,2016,NA,NA,NA,NA,NA,15th International Conference on the Synthesis and Simulation of Living Systems (ALife),"JUL 04-08, 2016","Consejo Nacl Ciencia Tecnologia; Int Soc Artificial Life; UNAM, II MAS; BEACON; ELSI Origins Network; Tokyo Inst Technol, Earth Life Sci Inst; ICOSYSTEM; ITaM","Cancun, MEXICO",1,NA,NA,NA,NA,NA,NA,NA
WOS:000388680200015,B,"Coyne, R",NA,NA,NA,NA,NA,NA,NA,Mood and Mobility: Navigating the Emotional Spaces of Digital Social Networks,NA,NA,NA,NA,NA,NA,NA,MOOD AND MOBILITY: NAVIGATING THE EMOTIONAL SPACES OF DIGITAL SOCIAL NETWORKS,NA,NA,NA,NA,NA,NA,NA,1,378,NA,NA,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000427738300008,J,"Heilman, Renata M.; Miu, Andrei C.; Houser, Daniel",NA,NA,NA,NA,NA,NA,NA,Emotion Regulation and Economic Decision-Making,NA,NA,NA,NA,NA,NA,NA,Studies in Neuroscience Psychology and Behavioral Economics,NA,NA,NA,NA,NA,NA,NA,113,131,NA,10.1007/978-3-642-35923-1_7,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
WOS:000431822500021,J,"Dezecache, Guillaume; Eskenazi, Terry; Grezes, Julie",NA,NA,NA,NA,NA,NA,NA,Emotional Convergence : A Case of Contagion?,NA,NA,NA,NA,NA,NA,NA,Cambridge Social Neuroscience,NA,NA,NA,NA,NA,NA,NA,417,436,NA,NA,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
WOS:000364428400008,B,"Dolinski, D.",NA,NA,NA,NA,NA,NA,NA,Techniques of Social Influence: The Psychology of Gaining Compliance,NA,NA,NA,NA,NA,NA,NA,TECHNIQUES OF SOCIAL INFLUENCE: THE PSYCHOLOGY OF GAINING COMPLIANCE,NA,NA,NA,NA,NA,NA,NA,1,187,NA,NA,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
WOS:000364459100004,J,"Williams, Lawrence E.",NA,NA,NA,NA,NA,NA,NA,THE BUILDING BLOCKS OF DESIGN Conceptual Scaffolding as an Organizing Framework for Design,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY OF DESIGN: CREATING CONSUMER APPEAL,NA,NA,NA,NA,NA,NA,NA,26,39,NA,NA,NA,NA,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
WOS:000365615200004,J,"Papesh, Megan H.",NA,NA,NA,NA,NA,NA,NA,Just Out of Reach: On the Reliability of the Action-Sentence Compatibility Effect,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,NA,NA,NA,144,6,NA,NA,E116,E141,NA,10.1037/xge0000125,NA,NA,15-Dec,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
WOS:000367502400010,J,"Gabriel, Allison S.; Diefendorff, James M.",NA,NA,NA,NA,NA,NA,NA,EMOTIONAL LABOR DYNAMICS: A MOMENTARY APPROACH,NA,NA,NA,NA,NA,NA,NA,ACADEMY OF MANAGEMENT JOURNAL,NA,NA,NA,58,6,NA,NA,1804,1825,NA,10.5465/amj.2013.1135,NA,NA,15-Dec,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA
WOS:000364588900011,J,"Sinaceur, Marwan; Kopelman, Shirli; Vasiljevic, Dimitri; Haag, Christophe",NA,NA,NA,NA,NA,NA,NA,Weep and Get More: When and Why Sadness Expression Is Effective in Negotiations,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED PSYCHOLOGY,NA,NA,NA,100,6,NA,NA,1847,1871,NA,10.1037/a0038783,NA,NA,15-Nov,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
WOS:000362911400017,J,"Eigsti, Inge-Marie; Rosset, Delphine; Cozzari, Ghislaine Col; da Fonseca, David; Deruelle, Christine",NA,NA,NA,NA,NA,NA,NA,Effects of motor action on affective preferences in autism spectrum disorders: different influences of embodiment,NA,NA,NA,NA,NA,NA,NA,DEVELOPMENTAL SCIENCE,NA,NA,NA,18,6,NA,NA,1044,1053,NA,10.1111/desc.12278,NA,NA,15-Nov,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
WOS:000362731900001,J,"Price, Tom F.; Harmon-Jones, Eddie",NA,NA,NA,NA,NA,NA,NA,Embodied emotion: the influence of manipulated facial and bodily states on emotive responses,NA,NA,NA,NA,NA,NA,NA,WILEY INTERDISCIPLINARY REVIEWS-COGNITIVE SCIENCE,NA,NA,NA,6,6,NA,NA,461,473,NA,10.1002/wcs.1370,NA,NA,NOV-DEC 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
WOS:000362519300001,J,"Magid, Michelle; Keeling, Brett H.; Reichenberg, Jason S.",NA,NA,NA,NA,NA,NA,NA,Neurotoxins: Expanding Uses of Neuromodulators in Medicine-Major Depressive Disorder,NA,NA,NA,NA,NA,NA,NA,PLASTIC AND RECONSTRUCTIVE SURGERY,NA,NA,NA,136,5,NA,NA,111S,119S,NA,10.1097/PRS.0000000000001733,NA,NA,15-Nov,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
WOS:000364557100005,J,"Kim, JongHan",NA,NA,NA,NA,NA,NA,NA,Physical Activity Benefits Creativity: Squeezing a Ball for Enhancing Creativity,NA,NA,NA,NA,NA,NA,NA,CREATIVITY RESEARCH JOURNAL,NA,NA,NA,27,4,NA,NA,328,333,NA,10.1080/10400419.2015.1087258,NA,NA,OCT 2 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
WOS:000365543400003,J,"Sel, Alejandra; Calvo-Merino, Beatriz; Tuettenberg, Simone; Forster, Bettina",NA,NA,NA,NA,NA,NA,NA,"When you smile, the world smiles at you: ERP evidence for self-expression effects on face processing",NA,NA,NA,NA,NA,NA,NA,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,NA,NA,NA,10,10,NA,NA,1316,1322,NA,10.1093/scan/nsv009,NA,NA,15-Oct,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
WOS:000364271200016,J,"van der Weiden, Anouk; Prikken, Mere; van Haren, Neeltje E. M.",NA,NA,NA,NA,NA,NA,NA,Self-other integration and distinction in schizophrenia: A theoretical analysis and a review of the evidence,NA,NA,NA,NA,NA,NA,NA,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NA,NA,NA,57,NA,NA,NA,220,237,NA,10.1016/j.neubiorev.2015.09.004,NA,NA,15-Oct,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
WOS:000362131300028,J,"Caruana, Fausto; Avanzini, Pietro; Gozzo, Francesca; Francione, Stefano; Cardinale, Francesco; Rizzolatti, Giacomo",NA,NA,NA,NA,NA,NA,NA,Mirth and laughter elicited by electrical stimulation of the human anterior cingulate cortex,NA,NA,NA,NA,NA,NA,NA,CORTEX,NA,NA,NA,71,NA,NA,NA,323,331,NA,10.1016/j.cortex.2015.07.024,NA,NA,15-Oct,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
WOS:000361906200004,J,"Gawronski, Bertram; Mitchell, Derek G. V.; Balas, Robert",NA,NA,NA,NA,NA,NA,NA,Is Evaluative Conditioning Really Uncontrollable? A Comparative Test of Three Emotion-Focused Strategies to Prevent the Acquisition of Conditioned Preferences,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,15,5,NA,NA,556,568,NA,10.1037/emo0000078,NA,NA,15-Oct,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
WOS:000362491800007,J,"Butler, Emily A.",NA,NA,NA,NA,NA,NA,NA,Interpersonal Affect Dynamics: It Takes Two (and Time) to Tango,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,7,4,NA,NA,336,341,NA,10.1177/1754073915590622,NA,NA,15-Oct,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
WOS:000363127500005,J,"Lobmaier, Janek S.; Fischer, Martin H.",NA,NA,NA,NA,NA,NA,NA,Facial Feedback Affects Perceived Intensity but Not Quality of Emotional Expressions,NA,NA,NA,NA,NA,NA,NA,BRAIN SCIENCES,NA,NA,NA,5,3,NA,NA,357,368,NA,10.3390/brainsci5030357,NA,NA,15-Sep,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
WOS:000359785500002,J,"Peters, Kim; Kashima, Yoshihisa",NA,NA,NA,NA,NA,NA,NA,A Multimodal Theory of Affect Diffusion,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL BULLETIN,NA,NA,NA,141,5,NA,NA,966,992,NA,10.1037/bul0000020,NA,NA,15-Sep,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
WOS:000359856400005,J,"Uithol, Sebo; Gallese, Vittorio",NA,NA,NA,NA,NA,NA,NA,The role of the body in social cognition,NA,NA,NA,NA,NA,NA,NA,WILEY INTERDISCIPLINARY REVIEWS-COGNITIVE SCIENCE,NA,NA,NA,6,5,NA,NA,453,460,NA,10.1002/wcs.1357,NA,NA,SEP-OCT 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000360949300009,J,"Korb, Sebastian; Malsert, Jennifer; Rochas, Vincent; Rihs, Tonia A.; Rieger, Sebastian W.; Schwab, Samir; Niedenthal, Paula M.; Grandjean, Didier",NA,NA,NA,NA,NA,NA,NA,Gender differences in the neural network of facial mimicry of smiles - An rTMS study,NA,NA,NA,NA,NA,NA,NA,CORTEX,NA,NA,NA,70,NA,NA,NA,101,114,NA,10.1016/j.cortex.2015.06.025,NA,NA,15-Sep,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
WOS:000360271800001,J,"Gerger, Gernot; Leder, Helmut",NA,NA,NA,NA,NA,NA,NA,Titles change the esthetic appreciations of paintings,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN HUMAN NEUROSCIENCE,NA,NA,NA,9,NA,NA,NA,NA,NA,464,10.3389/fnhum.2015.00464,NA,NA,AUG 25 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
WOS:000356598900008,J,"Laham, Simon M.; Kashima, Yoshihisa; Dix, Jennifer; Wheeler, Melissa",NA,NA,NA,NA,NA,NA,NA,A meta-analysis of the facilitation of arm flexion and extension movements as a function of stimulus valence,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,29,6,NA,NA,1069,1090,NA,10.1080/02699931.2014.968096,NA,NA,AUG 18 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
WOS:000360572500028,J,"Dayan, Steven H.",NA,NA,NA,NA,NA,NA,NA,"Mind, Mood, and Aesthetics",NA,NA,NA,NA,NA,NA,NA,AESTHETIC SURGERY JOURNAL,NA,NA,NA,35,6,NA,NA,759,761,NA,10.1093/asj/sjv032,NA,NA,15-Aug,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
WOS:000359151900001,J,"Pouw, Wim T. J. L.; de Jong, Huib Looren",NA,NA,NA,NA,NA,NA,NA,Rethinking situated and embodied social psychology,NA,NA,NA,NA,NA,NA,NA,THEORY & PSYCHOLOGY,NA,NA,NA,25,4,NA,NA,411,433,NA,10.1177/0959354315585661,NA,NA,15-Aug,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
WOS:000357092700015,J,"Hendriks, Hanneke; van den Putte, Bas; de Bruijn, Gert-Jan",NA,NA,NA,NA,NA,NA,NA,Subjective Reality: The Influence of Perceived and Objective Conversational Valence on Binge Drinking Determinants,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF HEALTH COMMUNICATION,NA,NA,NA,20,7,NA,NA,859,866,NA,10.1080/10810730.2015.1018570,NA,NA,JUL 3 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
WOS:000357611100001,J,"Koerner, Anita; Topolinski, Sascha; Strack, Fritz",NA,NA,NA,NA,NA,NA,NA,Routes to embodiment,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,6,NA,NA,NA,NA,NA,UNSP 940,10.3389/fpsyg.2015.00940,NA,NA,JUL 2 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
WOS:000358270800006,J,"Zhu, Nan; Cai, Yong-hua; Sun, Fa-wei; Yang-yang, Yi-fan",NA,NA,NA,NA,NA,NA,NA,Mapping the emotional landscape: The role of specific emotions in conceptual categorization,NA,NA,NA,NA,NA,NA,NA,ACTA PSYCHOLOGICA,NA,NA,NA,159,NA,NA,NA,41,51,NA,10.1016/j.actpsy.2015.05.003,NA,NA,15-Jul,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000357814500021,J,"Cuddy, Amy J. C.; Wilmuth, Caroline A.; Yap, Andy J.; Carney, Dana R.",NA,NA,NA,NA,NA,NA,NA,Preparatory Power Posing Affects Nonverbal Presence and Job Interview Performance,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED PSYCHOLOGY,NA,NA,NA,100,4,NA,NA,1286,1295,NA,10.1037/a0038543,NA,NA,15-Jul,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
WOS:000438233200005,J,"Mee, Erin B.",NA,NA,NA,NA,NA,NA,NA,THE NEUROSCIENCE OF SPECTATORSHIP,NA,NA,NA,NA,NA,NA,NA,RETI SAPERI LINGUAGGI-ITALIAN JOURNAL OF COGNITIVE SCIENCES,NA,NA,NA,2,2,NA,NA,257,279,NA,10.12832/82681,NA,NA,JUL-DEC 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000355054000014,J,"Yoshimi, Jeff; Vinson, David W.",NA,NA,NA,NA,NA,NA,NA,Extending Gurwitsch's field theory of consciousness,NA,NA,NA,NA,NA,NA,NA,CONSCIOUSNESS AND COGNITION,NA,NA,NA,34,NA,NA,NA,104,123,NA,10.1016/j.concog.2015.03.017,NA,NA,15-Jul,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
WOS:000355979500045,J,"Gross, Jorg; Woelbert, Eva; Strobel, Martin",NA,NA,NA,NA,NA,NA,NA,The Fox and the Grapes-How Physical Constraints Affect Value Based Decision Making,NA,NA,NA,NA,NA,NA,NA,PLOS ONE,NA,NA,NA,10,6,NA,NA,NA,NA,e0127619,10.1371/journal.pone.0127619,NA,NA,JUN 10 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
WOS:000378636500002,J,"Zacks, Jeffrey M.",NA,NA,NA,NA,NA,NA,NA,Precis of Flicker: Your Brain on Movies,NA,NA,NA,NA,NA,NA,NA,PROJECTIONS-THE JOURNAL FOR MOVIES AND MIND,NA,NA,NA,9,1,NA,NA,1,22,NA,10.3167/proj.2015.090102,NA,NA,15-Jun,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
WOS:000355489700001,J,"Arminjon, Mathieu; Preissmann, Delphine; Chmetz, Florian; Duraku, Andrea; Ansermet, Francois; Magistretti, Pierre J.",NA,NA,NA,NA,NA,NA,NA,Embodied memory: unconscious smiling modulates emotional evaluation of episodic memories,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,6,NA,NA,NA,NA,NA,650,10.3389/fpsyg.2015.00650,NA,NA,MAY 26 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
WOS:000353996100001,J,"Dan-Glauser, Elise S.; Gross, James J.",NA,NA,NA,NA,NA,NA,NA,"The temporal dynamics of emotional acceptance: Experience, expression, and physiology",NA,NA,NA,NA,NA,NA,NA,BIOLOGICAL PSYCHOLOGY,NA,NA,NA,108,NA,NA,NA,1,12,NA,10.1016/j.biopsycho.2015.03.005,NA,NA,15-May,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
WOS:000353725000006,J,"Quoidbach, Jordi; Mikolajczak, Moira; Gross, James J.",NA,NA,NA,NA,NA,NA,NA,Positive Interventions: An Emotion Regulation Perspective,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL BULLETIN,NA,NA,NA,141,3,NA,NA,655,693,NA,10.1037/a0038648,NA,NA,15-May,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA
WOS:000355094900003,J,"Tsang, Jessica M.; Blair, Kristen P.; Bofferding, Laura; Schwartz, Daniel L.",NA,NA,NA,NA,NA,NA,NA,"Learning to ""See"" Less Than Nothing: Putting Perceptual Skills to Work for Learning Numerical Structure",NA,NA,NA,NA,NA,NA,NA,COGNITION AND INSTRUCTION,NA,NA,NA,33,2,NA,NA,154,197,NA,10.1080/07370008.2015.1038539,NA,NA,APR 3 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
WOS:000352654100001,J,"Payne, Peter; Crane-Godreau, Mardi A.",NA,NA,NA,NA,NA,NA,NA,"The preparatory set: a novel approach to understanding stress, trauma, and the bodymind therapies",NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN HUMAN NEUROSCIENCE,NA,NA,NA,9,NA,NA,NA,NA,NA,178,10.3389/fnhum.2015.00178,NA,NA,APR 1 2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
WOS:000351443700001,J,"Aragon, Oriana R.; Clark, Margaret S.; Dyer, Rebecca L.; Bargh, John A.",NA,NA,NA,NA,NA,NA,NA,Dimorphous Expressions of Positive Emotion: Displays of Both Care and Aggression in Response to Cute Stimuli,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,26,3,NA,NA,259,273,NA,10.1177/0956797614561044,NA,NA,15-Mar,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
